loggingTime(txt),loggingSample(N),identifierForVendor(txt),deviceID(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),deviceOrientation(Z),label(N)
2018-10-15 17:34:43.381 -0500,11,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642882.99959,38.66248408336067,-90.64780460679032,143.6457,0,159.609375,3,5,-9999,1539642883.259481,-14.45969009399414,19.21735000610352,-49.19677734375,65.85540771484375,67.37052917480469,20,215710.4556545417,0.0086822509765625,0.1105194091796875,-1.172134399414062,215710.233607625,-0.04412511715319587,0.5093772290611667,-0.1910775471554412,215706.7055782917,unknown,2,2018-10-15 17:34:39.630 -0500,215707.710723,0,0.2378082,100.8055,5,0
2018-10-15 17:34:43.979 -0500,12,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642882.99959,38.66248408336067,-90.64780460679032,143.6457,0,159.609375,3,5,-9999,1539642883.618671,-24.39361953735352,7.398685455322266,-46.1400146484375,73.19820404052734,74.71332550048828,20,215711.0505955417,-0.0692138671875,-0.1016082763671875,-1.00177001953125,215710.9032565417,-0.03358911924862439,0.5962825670170685,-0.3178906203622893,215706.7055782917,unknown,2,2018-10-15 17:34:39.630 -0500,215707.710723,0,0.2378082,100.8055,5,0
2018-10-15 17:34:44.571 -0500,13,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642883.999563,38.66248408336067,-90.64780460679032,143.5749,0,159.609375,3,5,-9999,1539642884.337621,-18.61360549926758,9.480121612548828,-48.58758544921875,70.86763763427734,72.38275909423828,20,215711.6455411667,-0.081085205078125,-0.0005645751953125,-0.98883056640625,215711.5720251667,-0.01391182090235592,0.03191106144576546,-0.003349990335210674,215711.5725741667,walking,1,2018-10-15 17:34:44.497 -0500,215708.748022,0,0.2061005,100.8059,5,0
2018-10-15 17:34:45.166 -0500,14,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642884.999537,38.66248408336067,-90.64780460679032,143.5896,0,159.609375,4,5,-9999,1539642885.057649,-18.61299514770508,9.705036163330078,-48.7384033203125,70.35758209228516,71.87270355224609,20,215712.2405731667,-0.0960693359375,-0.0093231201171875,-0.993408203125,215711.9068631667,-0.009607619948569859,0.03403466609899465,-0.00756044801862595,215711.5725741667,walking,1,2018-10-15 17:34:44.497 -0500,215708.748022,0,0.2061005,100.8059,5,0
2018-10-15 17:34:45.761 -0500,15,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642884.999537,38.66248408336067,-90.64780460679032,143.5896,0,159.609375,4,5,-9999,1539642885.417112,-18.38837051391602,9.554431915283203,-48.58648681640625,69.94271087646484,71.45783233642578,20,215712.8355181667,-0.09039306640625,-0.00482177734375,-1.000076293945312,215712.5756301667,-0.01393925146158374,0.03724350889643113,-0.001208009870459943,215711.5725741667,walking,1,2018-10-15 17:34:44.497 -0500,215709.784953,0,0.1426849,100.8066,5,0
2018-10-15 17:34:46.356 -0500,16,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642885.999509,38.66248408336067,-90.64780460679032,143.4296,0,159.609375,4,5,-9999,1539642886.136747,-18.0142707824707,9.253314971923828,-48.58319091796875,69.29655456542969,70.81167602539062,20,215713.43051075,0.0469512939453125,-0.079925537109375,-1.017593383789062,215713.2453381667,-0.01509905811631325,0.2809879960853884,-0.04042092639300466,215712.8575211667,stationary,0,2018-10-15 17:34:45.782 -0500,215709.784953,0,0.1426849,100.8066,5,0
2018-10-15 17:34:46.962 -0500,17,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642885.999509,38.66248408336067,-90.64780460679032,143.4296,0,159.609375,4,5,-9999,1539642886.85504,-16.15333938598633,4.672412872314453,-49.23095703125,76.67153167724609,78.18665313720703,20,215714.02554175,-0.0421905517578125,-0.02191162109375,-1.023361206054688,215713.91409175,-0.009544769346843989,0.008467254369797931,-0.009727728513732433,215713.50512575,walking,1,2018-10-15 17:34:46.430 -0500,215710.822083,0,0.0396347,100.8079,5,0
2018-10-15 17:34:47.546 -0500,18,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642886.99948,38.66248408336067,-90.64780460679032,143.4967,0,159.609375,4,5,-9999,1539642887.214507,-16.07770156860352,4.897144317626953,-49.30633544921875,76.87721252441406,78.392333984375,20,215714.62053675,-0.1000518798828125,-0.0796356201171875,-1.010513305664062,215714.24896075,-0.01920219040779833,-0.0117533288388467,-0.0002735066439511378,215713.50512575,walking,1,2018-10-15 17:34:46.430 -0500,215711.859369,0,-0.08720016,100.8094,5,0
2018-10-15 17:34:48.160 -0500,19,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642887.999451,38.66248408336067,-90.64780460679032,143.5797,0,159.609375,4,5,-9999,1539642887.933702,-16.07597732543945,5.497058868408203,-49.45843505859375,76.64241790771484,78.15753936767578,20,215715.21556875,-0.0347900390625,-0.0491943359375,-0.9933929443359375,215714.91771675,-0.001076716028719036,0.03086417282125532,-0.005314071639144112,215713.50512575,walking,1,2018-10-15 17:34:46.430 -0500,215711.859369,0,-0.08720016,100.8094,5,0
2018-10-15 17:34:48.736 -0500,20,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642887.999451,38.66248408336067,-90.64780460679032,143.5797,0,159.609375,4,5,-9999,1539642888.652725,-16.52774429321289,4.898456573486328,-49.384033203125,76.16661071777344,77.68173217773438,20,215715.8105261667,-0.0352630615234375,-0.0634918212890625,-0.9932098388671875,215715.5873811667,-0.005301288465911731,0.02977201045821382,-0.0107112339042987,215715.7717381667,stationary,0,2018-10-15 17:34:48.697 -0500,215712.895978,0,-0.1136208,100.8097,5,0
2018-10-15 17:34:49.357 -0500,21,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642888.999419,38.66248408336067,-90.64780460679032,143.5693,0,159.609375,4,5,-9999,1539642889.014025,-16.37628555297852,5.348102569580078,-49.15972900390625,75.95780181884766,77.47292327880859,20,215716.405524375,-0.03680419921875,-0.0515594482421875,-0.992431640625,215716.2561741667,-0.009709086386101878,0.03514067689970456,0.004185157653059523,215715.7717381667,stationary,0,2018-10-15 17:34:48.697 -0500,215712.895978,0,-0.1136208,100.8097,5,0
2018-10-15 17:34:49.926 -0500,22,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642888.999419,38.66248408336067,-90.64780460679032,143.5693,0,159.609375,4,5,-9999,1539642889.731688,-16.37672805786133,5.272891998291016,-49.60943603515625,75.29294586181641,76.80806732177734,20,215717.000494375,-0.037322998046875,-0.0548858642578125,-0.993865966796875,215716.925818375,-0.006407299266621639,0.03084979175136889,-0.006453638269589018,215715.7717381667,stationary,0,2018-10-15 17:34:48.697 -0500,215713.933755,0,-0.1215477,100.8098,5,0
2018-10-15 17:34:50.521 -0500,23,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642889.999389,38.66248408336067,-90.64780460679032,143.5289,0,159.609375,4,5,-9999,1539642890.450356,-16.45184707641602,5.198230743408203,-49.3846435546875,74.77151489257812,76.28663635253906,20,215717.5954465,-0.0371246337890625,-0.0542449951171875,-0.9933319091796875,215717.260687375,-0.007517038492857658,0.03405756928436933,-0.002193379473789261,215715.7717381667,stationary,0,2018-10-15 17:34:48.697 -0500,215713.933755,0,-0.1215477,100.8098,5,0
2018-10-15 17:34:51.116 -0500,24,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642890.999358,38.66248408336067,-90.64780460679032,143.437,0,159.609375,6,5,-9999,1539642890.809845,-16.37605667114258,5.423099517822266,-49.15997314453125,74.52053833007812,76.03565979003906,20,215718.1904785,-0.034423828125,-0.0525970458984375,-0.993194580078125,215717.9294615,-0.006434463509740447,0.03086097702794722,-0.003250654426550718,215715.7717381667,stationary,0,2018-10-15 17:34:48.697 -0500,215714.971852,0,-0.1321182,100.8099,5,0
2018-10-15 17:34:51.711 -0500,25,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642890.999358,38.66248408336067,-90.64780460679032,143.437,0,159.609375,6,5,-9999,1539642891.529073,-16.60165786743164,5.198856353759766,-49.010498046875,74.05377197265625,75.56889343261719,20,215718.7854656667,-0.0354766845703125,-0.0528717041015625,-0.99395751953125,215718.5982096667,-0.008583101877216377,0.03299044063557458,-0.002209092124220728,215715.7717381667,stationary,0,2018-10-15 17:34:48.697 -0500,215716.008123,0,-0.1770363,100.8105,5,0
2018-10-15 17:34:52.319 -0500,26,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642891.999324,38.66248408336067,-90.64780460679032,143.6017,0,159.609375,6,5,-9999,1539642892.248184,-16.37726211547852,5.048038482666016,-49.30865478515625,73.632080078125,75.14720153808594,20,215719.3804966667,-0.0351104736328125,-0.05267333984375,-0.994598388671875,215719.2679176667,-0.009652893687101207,0.0340533082266252,-0.002222141613562116,215719.3385046667,stationary,2,2018-10-15 17:34:52.263 -0500,215716.008123,0,-0.1770363,100.8105,5,0
2018-10-15 17:34:52.901 -0500,27,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642891.999324,38.66248408336067,-90.64780460679032,143.6017,0,159.609375,6,5,-9999,1539642892.608431,-16.60266494750977,4.898746490478516,-49.23443603515625,73.43426513671875,74.94938659667969,20,215719.9755107917,-0.0426483154296875,-0.056915283203125,-1.009674072265625,215719.9366927917,0.003191532250350959,0.02768142900250162,-0.004192880820220753,215719.3385046667,stationary,2,2018-10-15 17:34:52.263 -0500,215717.045764,0,-0.1823235,100.8105,5,0
2018-10-15 17:34:53.509 -0500,28,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642892.999292,38.66248408336067,-90.64780460679032,143.6017,0,159.609375,6,5,-9999,1539642893.326538,-16.22699356079102,5.122623443603516,-49.23297119140625,73.03402709960938,74.54914855957031,20,215720.5705067917,-0.02947998046875,-0.0589447021484375,-1.011184692382812,215720.2715317917,-0.02464116430206716,0.05532344322087007,-0.002396844981071314,215719.3385046667,stationary,2,2018-10-15 17:34:52.263 -0500,215717.045764,0,-0.1823235,100.8105,5,0
2018-10-15 17:34:54.090 -0500,29,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642892.999292,38.66248408336067,-90.64780460679032,143.6017,0,159.609375,6,5,-9999,1539642894.045842,-16.60232925415039,4.973865509033203,-49.009765625,72.70408630371094,74.21920776367188,20,215721.1655077917,-0.0478515625,-0.05523681640625,-0.972076416015625,215720.9402877917,-0.008608668223681138,0.03725788996631755,-6.844324001503642e-05,215719.3385046667,stationary,2,2018-10-15 17:34:52.263 -0500,215718.084485,0,-0.1823235,100.8105,5,0
2018-10-15 17:34:54.685 -0500,30,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642893.999258,38.66248408336067,-90.64780460679032,143.7237,0,159.609375,6,5,-9999,1539642894.405231,-16.52620315551758,5.348636627197266,-49.0106201171875,72.52286529541016,74.03798675537109,20,215721.76051625,-0.03570556640625,-0.0561370849609375,-0.987701416015625,215721.60994325,-0.04065102351118751,0.055287756862263,-0.003680222310380499,215719.3385046667,stationary,2,2018-10-15 17:34:52.263 -0500,215718.084485,0,-0.1823235,100.8105,5,0
2018-10-15 17:34:55.280 -0500,31,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642894.999224,38.66248408336067,-90.64780460679032,143.8584,0,159.609375,6,5,-9999,1539642895.127586,-16.37685012817383,5.123218536376953,-48.93389892578125,72.19328308105469,73.70840454101562,20,215722.35548725,-0.033782958984375,-0.055084228515625,-0.988067626953125,215722.27873525,-0.008566590278457886,0.02872671973035772,-0.003282079727413653,215719.3385046667,stationary,2,2018-10-15 17:34:52.263 -0500,215719.122091,0,-0.163826,100.8103,5,0
2018-10-15 17:34:55.876 -0500,32,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642894.999224,38.66248408336067,-90.64780460679032,143.8584,0,159.609375,6,5,-9999,1539642895.844038,-16.60248184204102,4.898944854736328,-48.85943603515625,71.88337707519531,73.39849853515625,20,215722.950516875,-0.0374298095703125,-0.05401611328125,-0.996124267578125,215722.613541875,-0.006438191935266558,0.03299097326779259,-0.003247991265460639,215719.3385046667,stationary,2,2018-10-15 17:34:52.263 -0500,215720.158313,0,-0.1347618,100.81,5,0
2018-10-15 17:34:56.471 -0500,33,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642895.99919,38.66248408336067,-90.64780460679032,143.8333,0,159.609375,6,5,-9999,1539642896.203101,-16.4527473449707,4.823444366455078,-48.93328857421875,71.73024749755859,73.24536895751953,20,215723.5455105,-0.03790283203125,-0.0523834228515625,-0.992279052734375,215723.283219875,-0.008574047129510107,0.03298671221004847,-0.003276753405233495,215719.3385046667,stationary,2,2018-10-15 17:34:52.263 -0500,215720.158313,0,-0.1347618,100.81,5,0
2018-10-15 17:34:57.066 -0500,34,5F79A9EE-89CF-48F1-8A0C-D5BA2C670F5F,my_iOS_device,1539642895.99919,38.66248408336067,-90.64780460679032,143.8333,0,159.609375,6,5,-9999,1539642896.922894,-16.37646865844727,5.273151397705078,-49.08447265625,71.45481109619141,72.96993255615234,20,215724.1405725,-0.03466796875,-0.054046630859375,-0.9952545166015625,215723.9519745,-0.008584966089979433,0.03405543875549727,-0.002207760543675688,215719.3385046667,stationary,2,2018-10-15 17:34:52.263 -0500,215721.194652,0,-0.07398605,100.8092,5,0
